wap1,wap2,wap3,wap4,wap5,wap6,wap7,wap8,wap9,wap10,wap11,wap12,wap13,wap14,wap15,wap16,wap17,wap18,wap19,wap20,wap21,wap22,wap23,wap24,wap25,wap26,wap27,wap28,wap29,wap30,wap31,wap32,wap33,wap34,wap35,wap36,wap37,wap38,wap39,wap40,wap41,wap42,wap43,wap44,wap45,wap46,wap47,wap48,wap49,wap50,wap51,wap52,wap53,wap54,wap55,wap56,wap57,wap58,wap59,wap60,wap61,wap62,wap63,wap64,wap65,wap66,wap67,wap68,wap69,wap70,wap71,wap72,wap73,wap74,wap75,wap76,wap77,wap78,wap79,wap80,wap81,wap82,wap83,wap84,wap85,wap86,wap87,wap88,wap89,wap90,wap91,wap92,wap93,wap94,wap95,wap96,wap97,wap98,wap99,wap100,wap101,wap102,wap103,wap104,wap105,wap106,wap107,wap108,wap109,wap110,wap111,wap112,wap113,wap114,wap115,wap116,wap117,wap118,wap119,wap120,wap121,wap122,wap123,wap124,wap125,wap126,wap127,wap128,wap129,wap130,wap131,wap132,wap133,wap134,wap135,wap136,wap137,wap138,wap139,wap140,wap141,wap142,wap143,wap144,wap145,wap146,wap147,wap148,wap149,wap150,wap151,wap152,wap153,wap154,wap155,wap156,wap157,wap158,wap159,wap160,wap161,wap162,wap163,wap164,wap165,wap166,wap167,wap168,lon,lat,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
100,100,100,100,-74,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,-78,-78,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,-54,-54,100,100,100,100,-69,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,-67,-66,100,100,100,100,100,100,100,-79,-79,100,100,-65,-66,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,0,0,1475579579
100,100,100,100,-74,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,-78,-78,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,-54,-54,100,100,100,100,-69,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,-67,-66,100,100,100,100,100,100,100,-79,-79,100,100,-65,-66,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,0,0,1475579579
100,100,100,100,-74,100,-42,100,100,100,100,100,100,-89,100,100,100,100,100,100,-78,-78,100,100,100,100,-81,-81,100,100,100,100,100,100,100,100,-54,-54,100,100,100,100,-69,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-84,100,100,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,100,100,100,100,-67,-66,100,100,100,100,100,100,100,-78,-79,100,100,-66,-66,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,0,0,1475579583
100,100,100,100,-74,100,-42,100,100,100,100,100,100,-89,100,100,100,100,100,100,-78,-78,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,-54,-54,100,100,100,100,-69,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-84,100,100,100,100,-72,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-77,100,100,100,100,100,100,-68,-68,100,100,100,-81,100,100,100,-78,-79,100,100,-65,-65,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,0,0,1475579587
100,100,100,100,-70,100,-42,100,100,100,100,100,100,-89,100,100,100,100,100,100,-78,-78,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,-54,-54,100,100,100,100,-69,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-84,100,100,100,100,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,-68,-68,100,100,-82,-81,100,100,100,-81,-79,100,100,-65,-65,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,-83,-88,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,0,0,1475579591
100,100,100,100,-74,100,-42,100,100,100,100,100,100,-89,100,100,100,100,100,100,-79,-79,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,-54,-54,100,100,100,100,-68,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-84,100,100,100,100,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,-65,-64,100,100,-82,-81,100,100,100,-81,-79,100,100,-65,-65,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-83,-88,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,0,0,1475579595
100,100,100,100,-66,100,-45,100,100,100,100,100,100,-90,-85,100,100,100,100,100,-79,-79,100,100,100,100,-80,-77,100,100,100,100,100,100,100,100,-52,-52,100,100,100,100,-72,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,-70,-70,100,100,-82,-81,100,100,100,-81,-78,100,100,-65,-65,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,-82,-88,100,100,100,100,100,100,100,100,-88,100,139.0,109.5,0,0,50,3,0,0,1475579625
100,100,100,100,-66,100,-45,100,100,100,100,100,100,-90,-85,100,100,100,100,100,-79,-79,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,-52,-52,100,100,100,100,-72,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,-70,-70,100,100,-82,100,100,100,100,-81,-78,100,100,-65,-65,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,-82,-88,100,100,100,100,100,100,100,100,-88,100,139.0,109.5,0,0,50,3,0,0,1475579625
100,100,100,100,-64,100,-45,100,100,100,100,100,100,-90,-85,100,100,100,100,100,-78,-79,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,-53,-53,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-70,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,-72,-71,100,100,-85,100,100,100,100,-80,-79,100,100,-64,-64,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,-82,-88,100,100,100,100,100,100,100,100,-88,100,139.0,109.5,0,0,50,3,0,0,1475579630
100,100,100,100,-64,100,-45,100,100,100,100,100,100,-90,-85,100,100,100,100,100,-76,-79,100,100,100,100,-78,-77,100,100,100,100,100,100,100,100,-53,-53,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,-72,-73,100,100,-85,-85,100,100,100,-78,-79,100,100,-63,-63,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,-83,-88,100,100,100,100,100,100,100,100,-88,100,139.0,109.5,0,0,50,3,0,0,1475579634
