wap1,wap2,wap3,wap4,wap5,wap6,wap7,wap8,wap9,wap10,wap11,wap12,wap13,wap14,wap15,wap16,wap17,wap18,wap19,wap20,wap21,wap22,wap23,wap24,wap25,wap26,wap27,wap28,wap29,wap30,wap31,wap32,wap33,wap34,wap35,wap36,wap37,wap38,wap39,wap40,wap41,wap42,wap43,wap44,wap45,wap46,wap47,wap48,wap49,wap50,wap51,wap52,wap53,wap54,wap55,wap56,wap57,wap58,wap59,wap60,wap61,wap62,wap63,wap64,wap65,wap66,wap67,wap68,wap69,wap70,wap71,wap72,wap73,wap74,wap75,wap76,wap77,wap78,wap79,wap80,wap81,wap82,wap83,wap84,wap85,wap86,wap87,wap88,wap89,wap90,wap91,wap92,wap93,wap94,wap95,wap96,wap97,wap98,wap99,wap100,wap101,wap102,wap103,wap104,wap105,wap106,wap107,wap108,wap109,wap110,wap111,wap112,wap113,wap114,wap115,wap116,wap117,wap118,wap119,wap120,wap121,wap122,wap123,wap124,wap125,wap126,wap127,wap128,wap129,wap130,wap131,wap132,wap133,wap134,wap135,wap136,wap137,wap138,wap139,wap140,wap141,wap142,wap143,wap144,wap145,wap146,wap147,wap148,wap149,wap150,wap151,wap152,wap153,wap154,wap155,wap156,wap157,wap158,wap159,wap160,wap161,wap162,wap163,wap164,wap165,wap166,wap167,wap168,lon,lat,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
100,100,100,100,-75,100,-55,100,100,100,100,100,100,100,-92,100,100,100,100,100,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,100,100,100,100,-62,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-68,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,40.0,338.0,0,0,5,3,2,3,1475597364
-85,100,100,100,-71,100,-54,100,100,100,100,100,100,100,-92,100,100,100,100,100,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-79,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,100,100,100,100,-64,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-77,100,100,-81,100,100,100,100,100,100,100,100,100,-90,100,40.0,338.0,0,0,5,3,2,3,1475597365
-85,100,100,100,-72,100,-57,100,100,100,100,100,100,100,-92,100,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-53,-54,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-76,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,-63,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-65,100,100,-77,100,100,100,100,100,100,100,100,100,-90,100,40.0,338.0,0,0,5,3,2,3,1475597369
-85,100,100,100,-71,100,-54,100,100,100,100,100,100,100,-92,100,100,100,100,100,-67,-68,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,-54,-52,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,100,100,100,100,100,100,-76,-75,100,100,100,100,100,100,100,-81,-81,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-57,100,100,-80,100,100,100,100,100,100,100,100,100,-90,100,40.0,338.0,0,0,5,3,2,3,1475597373
-83,100,100,100,-71,100,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,-60,-59,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,100,100,100,100,100,100,-76,-75,100,100,100,100,100,100,100,-83,-83,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-65,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,40.0,338.0,0,0,5,3,2,3,1475597377
-83,100,100,100,-77,100,-51,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,-52,-52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,-76,-76,100,100,-83,-82,100,100,100,-84,-84,100,100,-63,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-68,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,40.0,338.0,0,0,5,3,2,3,1475597381
-82,100,100,100,-77,100,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,100,-76,-75,100,100,-83,-82,100,100,100,-82,-84,100,100,-62,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,-77,100,100,100,100,100,100,100,100,100,100,100,40.0,338.0,0,0,5,3,2,3,1475597385
-82,100,100,100,-77,100,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,-52,100,100,100,100,-74,-73,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,-66,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-76,100,100,100,100,100,100,-76,-75,100,100,-83,-82,100,100,100,-82,-84,100,100,-60,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-63,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,40.0,338.0,0,0,5,3,2,3,1475597389
-85,100,100,100,-78,100,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-52,100,100,100,100,-74,-73,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-76,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,-81,-84,100,100,-59,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-70,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,40.0,338.0,0,0,5,3,2,3,1475597393
-83,100,100,100,-74,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-53,-53,100,100,100,100,-77,-79,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,-65,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-76,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,-81,-80,100,100,-60,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-76,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,40.0,338.0,0,0,5,3,2,3,1475597397
