wap1,wap2,wap3,wap4,wap5,wap6,wap7,wap8,wap9,wap10,wap11,wap12,wap13,wap14,wap15,wap16,wap17,wap18,wap19,wap20,wap21,wap22,wap23,wap24,wap25,wap26,wap27,wap28,wap29,wap30,wap31,wap32,wap33,wap34,wap35,wap36,wap37,wap38,wap39,wap40,wap41,wap42,wap43,wap44,wap45,wap46,wap47,wap48,wap49,wap50,wap51,wap52,wap53,wap54,wap55,wap56,wap57,wap58,wap59,wap60,wap61,wap62,wap63,wap64,wap65,wap66,wap67,wap68,wap69,wap70,wap71,wap72,wap73,wap74,wap75,wap76,wap77,wap78,wap79,wap80,wap81,wap82,wap83,wap84,wap85,wap86,wap87,wap88,wap89,wap90,wap91,wap92,wap93,wap94,wap95,wap96,wap97,wap98,wap99,wap100,wap101,wap102,wap103,wap104,wap105,wap106,wap107,wap108,wap109,wap110,wap111,wap112,wap113,wap114,wap115,wap116,wap117,wap118,wap119,wap120,wap121,wap122,wap123,wap124,wap125,wap126,wap127,wap128,wap129,wap130,wap131,wap132,wap133,wap134,wap135,wap136,wap137,wap138,wap139,wap140,wap141,wap142,wap143,wap144,wap145,wap146,wap147,wap148,wap149,wap150,wap151,wap152,wap153,wap154,wap155,wap156,wap157,wap158,wap159,wap160,wap161,wap162,wap163,wap164,wap165,wap166,wap167,wap168,lon,lat,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
100,100,100,100,-79,100,-53,100,100,100,100,100,100,100,-82,100,100,100,100,100,-73,-73,-89,-90,100,100,-70,-70,-84,-83,100,100,100,100,100,100,-47,-47,-66,-67,100,100,-64,100,-74,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-55,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-73,-88,-88,100,100,100,100,100,-91,100,-90,100,100,100,100,-86,-85,100,100,-82,-82,100,100,100,100,-78,-78,-87,-87,100,100,100,100,100,-73,-70,-85,-86,-64,-65,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-72,-79,100,100,-62,-89,100,100,100,100,100,100,100,100,-86,100,239.0,1031.5,0,0,14,3,4,8,1475597245
100,100,100,100,-79,100,-55,100,100,100,100,100,100,100,-74,100,100,100,100,100,-72,-73,-89,-88,100,100,-69,-69,-85,-85,100,100,100,100,100,100,-48,-47,-68,-68,100,100,-66,-67,-75,100,-75,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-53,-54,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-73,-87,-88,100,100,100,100,100,-91,100,-90,100,100,100,100,100,100,-67,100,-84,-83,100,100,100,100,-76,-78,-87,-87,100,100,100,100,100,-71,-72,-86,-86,-67,-65,-82,-80,100,100,100,100,100,100,100,100,100,100,100,-71,-71,100,100,-62,100,100,100,100,100,100,100,100,100,-87,100,239.0,1031.5,0,0,14,3,4,8,1475597247
-80,100,100,100,-79,100,-60,100,100,100,100,100,100,100,-81,100,100,100,100,100,-71,-73,-89,-88,100,100,-69,-69,-88,-87,100,100,100,100,100,100,-47,-47,-69,-69,100,100,-64,-64,-75,100,-75,100,-89,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-54,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-88,-88,100,100,100,100,100,-91,100,-90,100,100,100,100,100,100,-67,-66,-81,-81,100,100,100,-87,-76,-78,-86,-86,100,100,100,100,100,-75,-74,-86,-85,-68,-66,-79,-78,100,100,100,100,100,100,100,100,100,100,100,-70,-71,100,100,-72,100,100,100,100,100,100,100,100,100,-87,100,239.0,1031.5,0,0,14,3,4,8,1475597251
-80,100,100,100,100,100,-71,100,100,100,100,100,100,100,-83,100,100,100,100,100,-71,100,-87,-88,100,100,100,100,-87,-87,100,100,100,100,100,100,-48,-47,-65,-65,100,100,-64,-64,-76,100,-76,100,100,-87,100,100,100,100,-82,-80,100,100,100,100,100,100,-80,100,100,100,100,-50,-50,-56,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-73,-85,-84,100,100,100,100,100,-89,100,-89,100,100,100,100,100,100,-67,-66,-84,-84,100,100,100,-87,100,100,-84,-84,100,100,100,100,100,-75,-74,-87,-87,-64,-64,-79,-78,100,100,100,100,100,100,100,100,100,100,100,-72,-73,100,100,-64,100,100,100,100,100,100,100,100,100,100,100,239.0,1031.5,0,0,14,3,4,8,1475597255
-79,100,100,100,-82,100,-63,100,100,100,100,100,100,100,-73,100,100,100,100,100,-73,-73,-84,-85,100,100,100,100,-82,-82,100,100,100,100,100,100,-56,-56,-73,-73,100,100,-60,-60,-72,100,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-49,-49,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-83,-84,100,100,100,100,100,-84,100,-85,100,100,100,100,100,100,-69,-64,-86,-87,100,100,100,100,100,100,-90,-90,-84,100,100,100,100,-67,-67,-79,-79,-67,-67,-80,-80,100,100,100,100,100,100,100,100,100,100,100,-74,-64,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,40.0,1264.5,0,0,17,3,4,8,1475597270
100,100,100,-91,-80,100,-66,100,100,100,100,100,100,100,-72,100,100,100,100,100,-72,-72,-83,-83,100,100,-70,-70,-80,-80,100,100,100,100,100,100,-56,-56,-76,-76,100,100,-60,-60,-71,100,-71,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-50,-60,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-85,-86,100,100,100,100,100,-83,100,-84,100,100,100,100,100,100,100,100,-83,-83,100,100,100,100,-77,-77,-90,-90,-84,100,100,100,100,-67,-67,-76,-75,-69,-69,-87,-86,100,100,100,100,100,100,100,100,100,100,100,-66,-72,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,40.0,1264.5,0,0,17,3,4,8,1475597272
100,100,100,-91,-80,100,-62,100,100,100,100,100,100,100,-73,100,100,100,100,100,-72,-73,-84,-84,100,100,-70,-70,-78,-77,100,100,100,100,100,100,-57,-56,-72,-72,100,100,-60,-60,-69,100,-69,100,-86,-86,100,100,100,100,-83,100,100,100,100,100,100,100,-84,-93,100,100,100,-51,-50,-59,-59,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-71,-84,-84,100,100,100,100,100,-83,100,-83,100,100,100,100,100,100,100,100,-82,-83,100,100,-86,-86,-77,-77,-91,-91,-84,100,100,100,100,-67,-67,-75,-75,-73,-69,-85,-84,100,100,100,100,100,-86,100,100,100,100,100,-68,-71,100,100,-68,100,100,100,100,100,100,-92,100,100,100,100,40.0,1264.5,0,0,17,3,4,8,1475597276
100,100,100,-93,100,100,-63,100,100,100,100,100,100,100,-75,100,100,100,100,100,-72,-73,-83,-83,100,100,100,100,-79,-79,100,-84,100,100,100,100,-57,100,-71,-71,100,100,-57,-57,-67,100,-67,100,-86,-86,100,100,100,100,-83,100,100,100,100,100,100,100,-84,-93,100,100,100,-53,100,-60,-60,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,-86,-87,100,100,-78,-78,100,-80,100,-80,100,100,100,100,100,100,-69,100,-82,-82,100,100,-86,-86,100,100,-92,-91,100,100,100,100,100,-67,-67,-84,-76,-73,100,-85,-84,100,100,100,100,100,-86,100,100,100,100,100,-66,-71,100,100,-68,100,100,100,100,100,100,-92,100,100,100,100,40.0,1264.5,0,0,17,3,4,8,1475597280
100,-86,100,-89,100,100,-65,100,100,100,100,100,100,100,-75,100,100,100,100,100,-72,-71,-88,-88,100,100,-69,-69,-83,-83,-86,100,100,100,100,100,-60,-60,-77,-78,100,100,100,-55,-64,100,-64,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,-58,-58,-66,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,-64,-63,-82,-82,100,100,100,100,100,-80,100,-80,100,100,100,100,100,100,100,100,-89,-89,100,100,100,100,-79,-80,-91,-91,100,-86,100,100,100,-58,-58,-75,-75,-69,-69,-85,-84,100,100,100,100,100,-86,100,100,100,100,100,-67,-73,100,-92,-70,100,100,100,100,100,100,100,100,100,100,100,239.0,1607.0,0,0,22,3,4,8,1475597295
100,-86,100,-88,100,100,-61,100,100,100,100,100,100,100,-71,100,100,100,100,100,-72,-71,-90,-90,100,100,-69,-69,-85,-84,-86,100,-86,-87,100,100,-56,-56,-74,-75,100,100,-55,-55,-66,100,-66,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,-63,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,-69,-69,-82,-82,100,100,100,100,100,-80,100,-81,100,100,100,100,100,100,100,100,-85,-85,100,100,100,100,-79,-80,-91,-91,100,-86,100,100,100,-60,-60,-70,-71,-69,-69,-85,-85,100,100,100,100,100,-88,100,100,100,100,100,-68,-62,100,-93,-70,100,-88,100,100,100,100,100,100,100,100,100,239.0,1607.0,0,0,22,3,4,8,1475597297
