wap1,wap2,wap3,wap4,wap5,wap6,wap7,wap8,wap9,wap10,wap11,wap12,wap13,wap14,wap15,wap16,wap17,wap18,wap19,wap20,wap21,wap22,wap23,wap24,wap25,wap26,wap27,wap28,wap29,wap30,wap31,wap32,wap33,wap34,wap35,wap36,wap37,wap38,wap39,wap40,wap41,wap42,wap43,wap44,wap45,wap46,wap47,wap48,wap49,wap50,wap51,wap52,wap53,wap54,wap55,wap56,wap57,wap58,wap59,wap60,wap61,wap62,wap63,wap64,wap65,wap66,wap67,wap68,wap69,wap70,wap71,wap72,wap73,wap74,wap75,wap76,wap77,wap78,wap79,wap80,wap81,wap82,wap83,wap84,wap85,wap86,wap87,wap88,wap89,wap90,wap91,wap92,wap93,wap94,wap95,wap96,wap97,wap98,wap99,wap100,wap101,wap102,wap103,wap104,wap105,wap106,wap107,wap108,wap109,wap110,wap111,wap112,wap113,wap114,wap115,wap116,wap117,wap118,wap119,wap120,wap121,wap122,wap123,wap124,wap125,wap126,wap127,wap128,wap129,wap130,wap131,wap132,wap133,wap134,wap135,wap136,wap137,wap138,wap139,wap140,wap141,wap142,wap143,wap144,wap145,wap146,wap147,wap148,wap149,wap150,wap151,wap152,wap153,wap154,wap155,wap156,wap157,wap158,wap159,wap160,wap161,wap162,wap163,wap164,wap165,wap166,wap167,wap168,lon,lat,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,100,-95,100,100,-74,100,100,100,-83,-83,100,100,100,100,-49,-49,-70,-70,100,100,-66,-66,-81,100,-81,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-69,-67,-74,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,100,100,100,100,100,100,-69,-69,-89,-89,-79,-79,100,100,100,100,100,100,100,-60,-60,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-73,-62,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0,0,0,3,6,5,1475597297
-81,100,100,100,-70,100,-42,100,100,100,100,100,100,100,-87,100,100,100,100,100,-76,-76,100,-95,100,100,-74,100,100,100,-83,-83,100,100,100,100,-49,-49,-72,-71,100,100,-66,-66,-81,100,-81,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-69,-67,-74,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-68,-94,-94,100,100,-86,100,-67,-69,-88,-88,-79,-79,100,100,100,-75,-75,-92,100,-60,-60,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-65,-64,100,100,-70,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0,0,0,3,6,5,1475597300
100,100,100,100,-70,100,-46,100,100,100,100,100,100,100,-87,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-46,-46,-70,-70,100,100,-63,-64,-83,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-66,-76,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,-96,100,-97,100,100,100,100,100,100,-69,-69,-94,-94,100,100,-86,-85,-67,100,-88,-88,-80,-80,100,100,100,-75,-75,-92,-91,-59,-58,-81,-81,100,100,100,100,100,-89,100,100,100,100,100,-61,-60,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0,0,0,3,6,5,1475597303
-79,100,100,100,100,100,-46,100,100,100,100,100,100,100,-87,100,100,100,100,100,-75,-75,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,-47,-47,-73,-73,100,100,-69,-69,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,100,100,-96,100,-97,100,100,100,100,100,100,-68,-69,-94,-94,100,100,100,-85,-66,100,-88,-88,-80,-80,100,100,100,-75,-74,-92,-91,-58,-58,-81,-81,100,100,100,100,100,-89,100,100,100,100,100,-72,-57,100,100,-69,-90,100,100,-91,100,100,100,100,100,100,100,0.0,0.0,0,0,0,3,6,5,1475597307
-79,100,100,100,-72,100,100,100,100,100,100,100,100,-91,-82,100,100,100,100,100,-74,-75,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,-48,-48,-72,-73,100,100,-69,-70,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-70,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,-94,-94,100,100,100,100,-66,-67,-90,-89,100,100,100,100,100,-75,-74,-94,-94,-62,-62,-80,-80,100,100,100,100,100,100,100,100,100,100,100,-60,-52,100,100,-68,-90,100,100,-90,100,100,100,100,100,100,100,0.0,0.0,0,0,0,3,6,5,1475597312
-81,100,100,100,-72,100,-45,100,100,100,100,100,100,-91,-85,100,100,100,100,100,-74,-75,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,-48,-48,-70,-70,100,100,-65,-66,-80,100,-80,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,-69,-69,-81,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,100,100,100,100,100,100,-67,-68,-88,-88,-80,100,100,100,100,-76,-77,-94,-94,-60,-60,-83,-83,100,100,100,100,100,-86,100,100,100,100,100,-52,-51,100,100,-68,100,100,100,-90,100,100,100,100,100,-88,100,0.0,0.0,0,0,0,3,6,5,1475597316
100,100,100,100,-67,100,-49,100,100,100,100,100,100,100,-83,100,100,100,100,100,-73,-73,100,100,100,100,100,100,-96,-94,-80,100,100,100,100,100,-48,-48,-69,-69,100,100,-65,-65,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-67,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-71,-71,-92,-91,100,100,100,100,-67,-70,-88,-88,100,-79,100,100,100,-76,-74,100,100,-60,-59,-81,-81,100,100,100,100,100,-84,100,100,100,100,100,-69,-61,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,6,5,1475597338
-81,100,100,100,100,100,-47,100,100,100,100,100,100,100,-84,100,100,100,100,100,-73,-73,100,100,100,100,100,-72,-96,-94,-80,-81,100,100,100,100,-48,-48,-69,-69,100,100,-66,-66,-83,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-68,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,-94,-94,100,100,-87,-87,100,100,100,-96,100,100,100,100,100,-85,-70,-70,-92,-92,100,100,100,-86,100,-70,-88,-88,100,-79,100,100,100,100,-74,100,100,-60,-59,-81,-82,100,100,100,100,100,-84,100,100,100,100,100,-67,-61,100,100,-70,100,-85,100,100,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,6,5,1475597341
-81,100,100,100,100,100,-47,100,100,100,100,100,100,100,-82,100,100,100,100,100,-73,-73,100,100,100,100,-71,-72,-96,-94,-80,-81,100,100,100,100,-45,-45,-65,-66,100,100,-66,-66,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,-67,-70,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,-92,-93,100,100,-87,-87,100,100,100,-96,100,100,100,100,100,-86,-71,-71,-92,-92,100,100,100,-86,-68,-68,-88,-89,100,-79,100,100,100,100,-74,-94,100,-60,-59,-81,-82,100,100,100,100,100,-84,100,100,100,100,100,-61,-57,100,100,-72,-87,-85,100,-90,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,6,5,1475597345
-81,100,100,100,-77,100,-43,100,100,100,100,100,100,100,-82,100,100,100,100,100,-73,-73,100,100,100,100,-71,100,100,100,100,100,100,100,100,100,-43,-44,-69,-70,100,100,-70,-69,-80,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,-69,-71,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-92,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-73,-73,-92,-91,100,100,100,100,-67,-68,-89,-89,100,100,100,100,100,100,100,-94,100,-60,-60,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-57,-69,100,100,-71,-87,100,100,-88,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,6,5,1475597349
